,modern_co2_Date,modern_co2_Decimal_Date,modern_co2_Average,modern_co2_Interpolated,modern_co2_Trend,modern_co2_Number_of_Days,historical_EDC3_gas_year,historical_co2_ppmv,historical_study_source
214,1976-01-01,1976.042,331.59,331.59,331.79,20,99849,225.8,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
215,1976-02-01,1976.125,332.75,332.75,332.2,22,100837,230.8,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
216,1976-03-01,1976.208,333.52,333.52,332.05,20,101749,236.9,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
217,1976-04-01,1976.292,334.64,334.64,332.13,19,103465,228.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
218,1976-05-01,1976.375,334.77,334.77,331.84,22,104704,236.9,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
219,1976-06-01,1976.458,334.0,334.0,331.65,17,105636,230.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
220,1976-07-01,1976.542,333.06,333.06,332.14,16,107579,238.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
221,1976-08-01,1976.625,330.68,330.68,331.88,23,108153,245.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
222,1976-09-01,1976.708,328.95,328.95,331.94,13,109804,251.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
223,1976-10-01,1976.792,328.75,328.75,331.92,20,111862,256.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
224,1976-11-01,1976.875,330.15,330.15,332.29,25,113262,266.3,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
225,1976-12-01,1976.958,331.62,331.62,332.66,20,114096,261.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
226,1977-01-01,1977.042,332.66,332.66,332.76,24,114601,274.5,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
227,1977-02-01,1977.125,333.13,333.13,332.51,19,115118,273.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
228,1977-03-01,1977.208,334.95,334.95,333.35,23,116501,262.5,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
229,1977-04-01,1977.292,336.13,336.13,333.51,21,117750,267.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
230,1977-05-01,1977.375,336.93,336.93,333.98,20,118649,273.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
231,1977-06-01,1977.458,336.17,336.17,333.8,22,119672,271.9,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
232,1977-07-01,1977.542,334.88,334.88,334.02,21,120382,265.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
233,1977-08-01,1977.625,332.56,332.56,333.91,18,121017,277.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
234,1977-09-01,1977.708,331.29,331.29,334.36,19,122344,272.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
235,1977-10-01,1977.792,331.27,331.27,334.52,23,123070,276.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
236,1977-11-01,1977.875,332.41,332.41,334.64,21,124213,268.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
237,1977-12-01,1977.958,333.6,333.6,334.61,26,124257,266.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
238,1978-01-01,1978.042,334.95,334.95,335.01,22,124789,266.3,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
239,1978-02-01,1978.125,335.25,335.25,334.58,25,125081,279.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
240,1978-03-01,1978.208,336.66,336.66,335.0,28,125262,273.0,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
241,1978-04-01,1978.292,337.69,337.69,335.06,18,125434,277.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
242,1978-05-01,1978.375,338.03,338.03,335.06,26,126347,273.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
243,1978-06-01,1978.458,338.01,338.01,335.59,17,126598,267.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
244,1978-07-01,1978.542,336.41,336.41,335.57,22,126886,262.5,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
245,1978-08-01,1978.625,334.41,334.41,335.87,19,127132,262.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
246,1978-09-01,1978.708,332.37,332.37,335.51,17,127622,275.3,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
247,1978-10-01,1978.792,332.41,332.41,335.68,23,127907,275.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
248,1978-11-01,1978.875,333.75,333.75,335.99,24,128344,274.0,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
249,1978-12-01,1978.958,334.9,334.9,335.88,27,128372,287.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
250,1979-01-01,1979.042,336.14,336.14,336.22,27,128609,286.8,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
251,1979-02-01,1979.125,336.69,336.69,336.01,26,128866,282.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
252,1979-03-01,1979.208,338.27,338.27,336.54,21,129146,264.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
253,1979-04-01,1979.292,338.95,338.95,336.24,21,129340,263.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
254,1979-05-01,1979.375,339.21,339.21,336.21,12,129652,257.9,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
255,1979-06-01,1979.458,339.26,339.26,336.84,19,129736,259.0,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
256,1979-07-01,1979.542,337.54,337.54,336.72,26,131329,245.0,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
257,1979-08-01,1979.625,335.75,335.75,337.24,23,131455,240.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
258,1979-09-01,1979.708,333.98,333.98,337.2,19,131728,228.9,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
259,1979-10-01,1979.792,334.19,334.19,337.53,24,132492,223.5,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
260,1979-11-01,1979.875,335.31,335.31,337.57,27,133069,223.9,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
261,1979-12-01,1979.958,336.81,336.81,337.79,22,133105,220.3,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
262,1980-01-01,1980.042,337.9,337.9,338.09,29,133427,210.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
263,1980-02-01,1980.125,338.34,338.34,337.82,26,134123,208.9,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
264,1980-03-01,1980.208,340.01,340.01,338.43,25,134287,203.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
265,1980-04-01,1980.292,340.93,340.93,338.3,24,134960,204.5,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
266,1980-05-01,1980.375,341.48,341.48,338.43,25,135114,200.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
267,1980-06-01,1980.458,341.33,341.33,338.84,22,135207,198.0,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
268,1980-07-01,1980.542,339.4,339.4,338.54,21,135603,198.0,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
269,1980-08-01,1980.625,337.7,337.7,339.12,17,135883,201.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
270,1980-09-01,1980.708,336.19,336.19,339.33,17,136011,200.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
271,1980-10-01,1980.792,336.15,336.15,339.42,25,136251,202.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
272,1980-11-01,1980.875,337.27,337.27,339.42,24,136567,195.8,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
273,1980-12-01,1980.958,338.32,338.32,339.26,19,136655,201.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
274,1981-01-01,1981.042,339.29,339.29,339.38,28,137293,194.3,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
275,1981-02-01,1981.125,340.55,340.55,339.93,25,137633,193.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
276,1981-03-01,1981.208,341.61,341.61,340.06,25,137982,194.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
277,1981-04-01,1981.292,342.53,342.53,339.94,24,138185,190.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
278,1981-05-01,1981.375,343.03,343.03,339.98,30,139275,192.3,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
279,1981-06-01,1981.458,342.54,342.54,340.07,25,139617,196.5,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
280,1981-07-01,1981.542,340.78,340.78,339.92,24,140899,195.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
281,1981-08-01,1981.625,338.44,338.44,339.86,26,140960,196.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
282,1981-09-01,1981.708,336.95,336.95,340.17,27,142058,190.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
283,1981-10-01,1981.792,337.08,337.08,340.43,28,145363,196.9,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
284,1981-11-01,1981.875,338.58,338.58,340.74,25,148831,203.0,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
285,1981-12-01,1981.958,339.88,339.88,340.79,19,149803,191.9,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
286,1982-01-01,1982.042,340.96,340.96,341.1,27,149921,188.9,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
287,1982-02-01,1982.125,341.73,341.73,341.1,23,151423,200.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
288,1982-03-01,1982.208,342.81,342.81,341.21,18,154480,189.0,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
289,1982-04-01,1982.292,343.97,343.97,341.37,8,155395,185.5,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
290,1982-05-01,1982.375,344.63,344.63,341.56,26,155813,187.5,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
291,1982-06-01,1982.458,343.79,343.79,341.35,26,159562,204.3,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
292,1982-07-01,1982.542,342.32,342.32,341.55,28,159943,196.5,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
293,1982-08-01,1982.625,340.09,340.09,341.51,24,161679,191.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
294,1982-09-01,1982.708,338.28,338.28,341.47,21,162228,190.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
295,1982-10-01,1982.792,338.29,338.29,341.65,26,163024,186.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
296,1982-11-01,1982.875,339.6,339.6,341.73,25,163698,183.8,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
297,1982-12-01,1982.958,340.9,340.9,341.79,26,164439,196.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
298,1983-01-01,1983.042,341.68,341.68,341.84,28,167183,197.8,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
299,1983-02-01,1983.125,342.9,342.9,342.32,24,169492,197.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
300,1983-03-01,1983.208,343.33,343.33,341.82,26,171351,196.0,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
301,1983-04-01,1983.292,345.25,345.25,342.66,24,172434,190.3,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
302,1983-05-01,1983.375,346.03,346.03,342.87,28,173135,189.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
303,1983-06-01,1983.458,345.63,345.63,343.15,20,173394,190.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
304,1983-07-01,1983.542,344.19,344.19,343.44,20,175306,207.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
305,1983-08-01,1983.625,342.27,342.27,343.66,16,177139,213.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
306,1983-09-01,1983.708,340.35,340.35,343.49,15,178179,217.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
307,1983-10-01,1983.792,340.38,340.38,343.72,20,179117,198.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
308,1983-11-01,1983.875,341.59,341.59,343.71,26,180068,199.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
309,1983-12-01,1983.958,343.05,343.05,343.96,19,182046,203.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
310,1984-01-01,1984.042,344.1,344.1,344.2,23,184685,210.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
311,1984-02-01,1984.125,344.79,344.79,344.22,23,186697,231.3,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
312,1984-03-01,1984.208,345.52,345.52,344.09,19,188436,231.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
313,1984-04-01,1984.292,-99.99,346.84,344.27,2,189076,220.3,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
314,1984-05-01,1984.375,347.63,347.63,344.45,21,190352,218.0,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
315,1984-06-01,1984.458,346.97,346.97,344.51,21,192910,226.5,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
316,1984-07-01,1984.542,345.53,345.53,344.76,21,193481,220.0,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
317,1984-08-01,1984.625,343.55,343.55,344.94,12,195017,226.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
318,1984-09-01,1984.708,341.4,341.4,344.58,14,195673,241.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
319,1984-10-01,1984.792,341.67,341.67,345.01,12,196179,242.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
320,1984-11-01,1984.875,343.1,343.1,345.2,18,198972,250.9,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
321,1984-12-01,1984.958,344.7,344.7,345.57,12,199918,239.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
322,1985-01-01,1985.042,345.21,345.21,345.31,23,201163,247.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
323,1985-02-01,1985.125,346.16,346.16,345.61,17,202413,244.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
324,1985-03-01,1985.208,347.74,347.74,346.37,16,202874,231.9,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
325,1985-04-01,1985.292,348.34,348.34,345.79,19,203317,232.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
326,1985-05-01,1985.375,349.06,349.06,345.91,24,203837,228.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
327,1985-06-01,1985.458,348.38,348.38,345.94,23,204480,226.3,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
328,1985-07-01,1985.542,346.71,346.71,345.89,18,204908,229.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
329,1985-08-01,1985.625,345.02,345.02,346.34,18,205362,231.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
330,1985-09-01,1985.708,343.27,343.27,346.4,25,205952,238.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
331,1985-10-01,1985.792,343.13,343.13,346.42,20,206144,237.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
332,1985-11-01,1985.875,344.49,344.49,346.61,22,206810,230.0,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
333,1985-12-01,1985.958,345.88,345.88,346.81,25,207120,240.5,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
334,1986-01-01,1986.042,346.56,346.56,346.59,23,207544,242.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
335,1986-02-01,1986.125,347.28,347.28,346.74,25,208064,244.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
336,1986-03-01,1986.208,348.01,348.01,346.68,17,208254,243.9,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
337,1986-04-01,1986.292,349.77,349.77,347.22,22,208803,247.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
338,1986-05-01,1986.375,350.38,350.38,347.26,18,208995,252.0,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
339,1986-06-01,1986.458,349.93,349.93,347.52,17,209432,246.9,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
340,1986-07-01,1986.542,348.16,348.16,347.33,20,209817,239.5,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
341,1986-08-01,1986.625,346.08,346.08,347.41,18,210154,257.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
342,1986-09-01,1986.708,345.22,345.22,348.35,17,210813,243.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
343,1986-10-01,1986.792,344.51,344.51,347.77,26,211858,251.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
344,1986-11-01,1986.875,345.93,345.93,348.04,23,212716,241.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
345,1986-12-01,1986.958,347.22,347.22,348.13,24,213270,240.3,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
346,1987-01-01,1987.042,348.52,348.52,348.47,26,213536,242.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
347,1987-02-01,1987.125,348.73,348.73,348.02,25,213984,247.5,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
348,1987-03-01,1987.208,349.73,349.73,348.3,22,214459,251.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
349,1987-04-01,1987.292,351.31,351.31,348.77,26,214794,251.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
350,1987-05-01,1987.375,352.09,352.09,349.01,27,215382,245.3,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
351,1987-06-01,1987.458,351.53,351.53,349.2,21,216352,240.5,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
352,1987-07-01,1987.542,350.11,350.11,349.39,16,218361,214.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
353,1987-08-01,1987.625,348.08,348.08,349.5,14,219116,216.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
354,1987-09-01,1987.708,346.52,346.52,349.7,23,220058,207.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
355,1987-10-01,1987.792,346.59,346.59,349.86,22,220739,208.8,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
356,1987-11-01,1987.875,347.96,347.96,350.07,22,222030,205.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
357,1987-12-01,1987.958,349.16,349.16,350.05,27,224269,203.3,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
358,1988-01-01,1988.042,350.39,350.39,350.38,24,224923,215.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
359,1988-02-01,1988.125,351.64,351.64,350.94,24,225909,235.5,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
360,1988-03-01,1988.208,352.41,352.41,350.87,25,226711,234.5,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
361,1988-04-01,1988.292,353.69,353.69,351.01,27,227027,233.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
362,1988-05-01,1988.375,354.21,354.21,351.06,28,227776,224.5,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
363,1988-06-01,1988.458,353.72,353.72,351.37,26,229423,232.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
364,1988-07-01,1988.542,352.69,352.69,352.02,27,230422,233.9,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
365,1988-08-01,1988.625,350.4,350.4,351.9,26,231066,241.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
366,1988-09-01,1988.708,348.92,348.92,352.13,27,234817,245.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
367,1988-10-01,1988.792,349.13,349.13,352.41,26,235480,252.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
368,1988-11-01,1988.875,350.2,350.2,352.34,25,236114,241.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
369,1988-12-01,1988.958,351.41,351.41,352.35,28,236734,247.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
370,1989-01-01,1989.042,352.91,352.91,352.85,27,237294,243.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
371,1989-02-01,1989.125,353.27,353.27,352.54,25,237868,239.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
372,1989-03-01,1989.208,353.96,353.96,352.47,29,238558,245.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble
