,modern_co2_Date,modern_co2_Decimal_Date,modern_co2_Average,modern_co2_Interpolated,modern_co2_Trend,modern_co2_Number_of_Days,historical_EDC3_gas_year,historical_co2_ppmv,historical_study_source
648,2012-03-01,2012.208,394.4,394.4,392.8,30,507714,237.0,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
649,2012-04-01,2012.292,396.18,396.18,393.43,29,508476,240.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
650,2012-05-01,2012.375,396.74,396.74,393.54,30,509247,233.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
651,2012-06-01,2012.458,395.71,395.71,393.45,28,510008,236.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
652,2012-07-01,2012.542,394.36,394.36,393.92,26,510765,235.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
653,2012-08-01,2012.625,392.39,392.39,394.17,30,511515,242.0,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
654,2012-09-01,2012.708,391.11,391.11,394.54,27,512269,238.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
655,2012-10-01,2012.792,391.05,391.05,394.41,28,512997,239.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
656,2012-11-01,2012.875,392.98,392.98,395.02,29,513724,241.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
657,2012-12-01,2012.958,394.34,394.34,395.04,29,514429,243.0,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
658,2013-01-01,2013.042,395.55,395.55,395.4,28,515113,247.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
659,2013-02-01,2013.125,396.8,396.8,396.01,25,515771,246.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
660,2013-03-01,2013.208,397.43,397.43,395.84,30,516417,245.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
661,2013-04-01,2013.292,398.41,398.41,395.53,22,517069,245.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
662,2013-05-01,2013.375,399.78,399.78,396.4,28,517706,247.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
663,2013-06-01,2013.458,398.61,398.61,396.28,26,518334,245.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
664,2013-07-01,2013.542,397.32,397.32,396.92,21,518965,243.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
665,2013-08-01,2013.625,395.2,395.2,397.08,27,520892,241.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
666,2013-09-01,2013.708,393.45,393.45,396.99,27,521552,236.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
667,2013-10-01,2013.792,393.7,393.7,397.04,28,522216,235.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
668,2013-11-01,2013.875,395.16,395.16,397.15,30,522923,233.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
669,2013-12-01,2013.958,396.84,396.84,397.59,30,523666,230.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
670,2014-01-01,2014.042,397.85,397.85,397.55,31,524409,227.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
671,2014-02-01,2014.125,398.01,398.01,397.21,26,525164,224.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
672,2014-03-01,2014.208,399.77,399.77,398.24,24,525908,222.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
673,2014-04-01,2014.292,401.38,401.38,398.49,28,526661,221.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
674,2014-05-01,2014.375,401.78,401.78,398.37,22,527454,220.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
675,2014-06-01,2014.458,401.25,401.25,398.93,28,528262,220.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
676,2014-07-01,2014.542,399.1,399.1,398.67,25,528747,214.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
677,2014-08-01,2014.625,397.03,397.03,398.92,21,529101,211.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
678,2014-09-01,2014.708,395.38,395.38,398.97,21,529640,204.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
679,2014-10-01,2014.792,396.03,396.03,399.43,24,530016,200.0,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
680,2014-11-01,2014.875,397.28,397.28,399.36,27,530685,195.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
681,2014-12-01,2014.958,398.91,398.91,399.64,29,531035,193.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
682,2015-01-01,2015.042,399.98,399.98,399.69,30,531662,190.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
683,2015-02-01,2015.125,400.28,400.28,399.51,27,532119,199.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
684,2015-03-01,2015.208,401.54,401.54,400.05,24,533246,199.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
685,2015-04-01,2015.292,403.28,403.28,400.49,27,534364,205.0,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
686,2015-05-01,2015.375,403.96,403.96,400.63,30,535483,206.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
687,2015-06-01,2015.458,402.8,402.8,400.5,28,536622,212.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
688,2015-07-01,2015.542,401.31,401.31,400.92,23,537770,211.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
689,2015-08-01,2015.625,398.93,398.93,400.84,28,538959,205.0,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
690,2015-09-01,2015.708,397.63,397.63,401.15,25,540154,203.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
691,2015-10-01,2015.792,398.29,398.29,401.59,28,541345,208.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
692,2015-11-01,2015.875,400.16,400.16,402.13,27,542502,210.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
693,2015-12-01,2015.958,401.85,401.85,402.52,30,543676,209.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
694,2016-01-01,2016.042,402.56,402.56,402.27,27,544804,209.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
695,2016-02-01,2016.125,404.12,404.12,403.34,25,545956,204.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
696,2016-03-01,2016.208,404.87,404.87,403.38,28,547013,202.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
697,2016-04-01,2016.292,407.45,407.45,404.65,25,547573,208.8,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
698,2016-05-01,2016.375,407.72,407.72,404.4,29,547972,213.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
699,2016-06-01,2016.458,406.83,406.83,404.53,26,548933,215.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
700,2016-07-01,2016.542,404.41,404.41,404.03,28,549830,219.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
701,2016-08-01,2016.625,402.27,402.27,404.18,23,550637,221.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
702,2016-09-01,2016.708,401.05,401.05,404.56,24,551124,222.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
703,2016-10-01,2016.792,401.59,401.59,404.89,29,551452,226.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
704,2016-11-01,2016.875,403.55,403.55,405.53,27,551979,222.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
705,2016-12-01,2016.958,404.45,404.45,405.11,30,552250,220.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
706,2017-01-01,2017.042,406.17,406.17,405.88,26,552961,223.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
707,2017-02-01,2017.125,406.46,406.46,405.68,26,553626,224.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
708,2017-03-01,2017.208,407.22,407.22,405.73,23,554254,226.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
709,2017-04-01,2017.292,409.04,409.04,406.25,25,554831,233.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
710,2017-05-01,2017.375,409.69,409.69,406.36,27,555345,241.0,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
711,2017-06-01,2017.458,408.88,408.88,406.58,26,555637,243.0,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
712,2017-07-01,2017.542,407.12,407.12,406.74,28,555839,249.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
713,2017-08-01,2017.625,405.13,405.13,407.04,29,556143,244.0,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
714,2017-09-01,2017.708,403.37,403.37,406.88,26,556364,250.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
715,2017-10-01,2017.792,403.63,403.63,406.93,27,556724,245.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
716,2017-11-01,2017.875,405.12,405.12,407.09,26,556889,240.4,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
717,2017-12-01,2017.958,406.81,406.81,407.47,31,557385,238.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
718,2018-01-01,2018.042,407.96,407.96,407.67,29,557887,234.5,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
719,2018-02-01,2018.125,408.32,408.32,407.54,28,558183,229.7,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
720,2018-03-01,2018.208,409.41,409.41,407.92,30,558393,230.2,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
721,2018-04-01,2018.292,410.24,410.24,407.45,21,558929,230.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
722,2018-05-01,2018.375,411.24,411.24,407.91,24,559461,228.3,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
723,2018-06-01,2018.458,410.79,410.79,408.49,29,559972,231.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
724,2018-07-01,2018.542,408.71,408.71,408.32,27,560459,231.9,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
725,2018-08-01,2018.625,406.99,406.99,408.9,30,560930,234.6,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
726,2018-09-01,2018.708,405.51,405.51,409.02,29,561309,234.1,Dome C (Siegenthaler et al. 2005)  measured at University of Bern
