,EDC3_gas_a (yr),CO2 (ppmv),source,bag,ztop,EDC3béta,AICC2012,deutfinal,temp,acc-EDC3beta,modern_co2_Date,modern_co2_Decimal_Date,modern_co2_Average,modern_co2_Interpolated,modern_co2_Trend,modern_co2_Number_of_Days,Source,Year,Mean,ch4_year,ch4_month,ch4_decimal_date,ch4_average,ch4_average_unc,ch4_trend,ch4_trend_unc
133,12371,237.5,Dome C (Monnin et al. 2001) measured at University of Bern,134,73.15,1603.929,1644.266667,-402.9,216.3,2.752708,1969-04-01,1969.292,326.66,326.66,324.35,-1.0,GISTEMP,1950.0,-0.18,1994.0,8.0,1994.625,1734.11,1.12,1743.51,0.55
134,12496,237.6,Dome C (Monnin et al. 2001) measured at University of Bern,135,73.7,1620.539,1661.033333,-401.0,216.6,2.748981,1969-05-01,1969.375,327.34,327.34,324.57,-1.0,GCAG,1949.0,-0.0568,1994.0,9.0,1994.708,1742.93,0.83,1744.13,0.53
135,12642,234.2,Dome C (Monnin et al. 2001) measured at University of Bern,136,74.25,1637.175,1677.8,-391.5,218.2,2.796988,1969-06-01,1969.458,326.76,326.76,324.63,-1.0,GISTEMP,1949.0,-0.09,1994.0,10.0,1994.792,1749.83,0.78,1744.75,0.52
136,12760,238.3,Dome C (Monnin et al. 2001) measured at University of Bern,137,74.8,1653.893,1694.506667,-403.4,216.2,2.858533,1969-07-01,1969.542,325.88,325.88,325.08,-1.0,GCAG,1948.0,-0.0487,1994.0,11.0,1994.875,1751.29,0.89,1745.36,0.52
137,12942,237.3,Dome C (Monnin et al. 2001) measured at University of Bern,138,75.35,1669.896,1711.213333,-393.4,217.8,2.853567,1969-08-01,1969.625,323.67,323.67,324.8,-1.0,GISTEMP,1948.0,-0.09,1994.0,12.0,1994.958,1751.58,0.89,1745.95,0.51
138,13090,237.9,Dome C (Monnin et al. 2001) measured at University of Bern,139,75.9,1685.574,1727.92,-393.8,217.8,2.813092,1969-09-01,1969.708,322.38,322.38,325.28,-1.0,GCAG,1947.0,-0.0477,1995.0,1.0,1995.042,1751.11,0.93,1746.53,0.51
139,13241,237.6,Dome C (Monnin et al. 2001) measured at University of Bern,140,76.45,1701.843,1744.806667,-400.8,216.6,2.740314,1969-10-01,1969.792,321.78,321.78,324.84,-1.0,GISTEMP,1947.0,-0.05,1995.0,2.0,1995.125,1749.52,1.0,1747.04,0.51
140,13440,236.4,Dome C (Monnin et al. 2001) measured at University of Bern,141,77.0,1719.291,1761.693333,-399.3,216.9,2.734628,1969-11-01,1969.875,322.85,322.85,324.78,-1.0,GCAG,1946.0,-0.004,1995.0,3.0,1995.208,1748.99,0.69,1747.52,0.51
141,13542,239.2,Dome C (Monnin et al. 2001) measured at University of Bern,142,77.55,1736.397,1778.58,-396.6,217.3,2.776,1969-12-01,1969.958,324.11,324.11,324.88,-1.0,GISTEMP,1946.0,-0.04,1995.0,4.0,1995.292,1749.42,0.82,1747.97,0.51
142,13653,238.6,Dome C (Monnin et al. 2001) measured at University of Bern,143,78.1,1753.243,1795.473333,-395.3,217.5,2.835,1970-01-01,1970.042,325.03,325.03,325.04,-1.0,GCAG,1945.0,0.171,1995.0,5.0,1995.375,1747.66,1.06,1748.37,0.5
143,13804,238.6,Dome C (Monnin et al. 2001) measured at University of Bern,144,78.65,1769.379,1812.366667,-392.6,218.0,2.835,1970-02-01,1970.125,325.99,325.99,325.42,-1.0,GISTEMP,1945.0,0.12,1995.0,6.0,1995.458,1742.82,0.94,1748.72,0.49
144,13948,239.1,Dome C (Monnin et al. 2001) measured at University of Bern,145,79.2,1785.877,1829.26,-404.4,216.0,2.775,1970-03-01,1970.208,326.87,326.87,325.69,-1.0,GCAG,1944.0,0.2928,1995.0,7.0,1995.542,1740.16,0.8,1749.02,0.48
145,14303,228.5,Dome C (Monnin et al. 2001) measured at University of Bern,146,79.75,1802.735,1846.63,-394.4,217.7,2.689,1970-04-01,1970.292,328.13,328.13,325.86,-1.0,GISTEMP,1944.0,0.25,1995.0,8.0,1995.625,1743.6,1.04,1749.28,0.47
146,14550,228.4,Dome C (Monnin et al. 2001) measured at University of Bern,147,80.3,1820.513,1864.0,-402.2,216.4,2.689,1970-05-01,1970.375,328.07,328.07,325.27,-1.0,GCAG,1943.0,0.157,1995.0,9.0,1995.708,1749.76,1.12,1749.49,0.46
147,14725,226.1,Dome C (Monnin et al. 2001) measured at University of Bern,148,80.85,1837.917,1881.37,-401.9,216.4,2.755,1970-06-01,1970.458,327.66,327.66,325.52,-1.0,GISTEMP,1943.0,0.13,1995.0,10.0,1995.792,1754.34,0.8,1749.68,0.47
148,14890,225.2,Dome C (Monnin et al. 2001) measured at University of Bern,149,81.4,1854.906,1897.823333,-393.8,217.8,2.816,1970-07-01,1970.542,326.35,326.35,325.51,-1.0,GCAG,1942.0,0.1538,1995.0,11.0,1995.875,1755.53,0.94,1749.85,0.48
149,15012,224.5,Dome C (Monnin et al. 2001) measured at University of Bern,150,81.95,1871.526,1914.276667,-402.3,216.4,2.816,1970-08-01,1970.625,324.69,324.69,325.76,-1.0,GISTEMP,1942.0,0.09,1995.0,12.0,1995.958,1753.84,0.96,1750.0,0.51
150,15233,222.0,Dome C (Monnin et al. 2001) measured at University of Bern,151,82.5,1888.512,1930.73,-385.1,219.2,2.88,1970-09-01,1970.708,323.1,323.1,325.93,-1.0,GCAG,1941.0,0.196,1996.0,1.0,1996.042,1752.2,1.06,1750.16,0.54
151,15438,221.0,Dome C (Monnin et al. 2001) measured at University of Bern,152,83.05,1905.122,1947.4,-395.9,217.4,2.933,1970-10-01,1970.792,323.16,323.16,326.15,-1.0,GISTEMP,1941.0,0.12,1996.0,2.0,1996.125,1752.75,1.03,1750.31,0.58
152,15570,220.9,Dome C (Monnin et al. 2001) measured at University of Bern,153,83.6,1921.089,1964.07,-395.8,217.4,2.933,1970-11-01,1970.875,323.98,323.98,325.96,-1.0,GCAG,1940.0,0.0947,1996.0,3.0,1996.208,1752.23,0.9,1750.47,0.62
153,15742,219.4,Dome C (Monnin et al. 2001) measured at University of Bern,154,84.15,1936.711,1980.74,-398.2,217.0,2.871,1970-12-01,1970.958,325.13,325.13,326.06,-1.0,GISTEMP,1940.0,0.08,1996.0,4.0,1996.292,1749.58,0.99,1750.65,0.65
154,15886,214.0,Dome C (Monnin et al. 2001) measured at University of Bern,155,84.7,1953.737,1997.776667,-394.8,217.6,2.8,1971-01-01,1971.042,326.17,326.17,326.25,-1.0,GCAG,1939.0,-0.0139,1996.0,5.0,1996.375,1748.3,1.06,1750.85,0.69
155,16073,207.5,Dome C (Monnin et al. 2001) measured at University of Bern,156,85.25,1970.831,2014.813333,-397.7,217.1,2.8,1971-02-01,1971.125,326.68,326.68,326.1,-1.0,GISTEMP,1939.0,-0.03,1996.0,6.0,1996.458,1746.02,1.05,1751.05,0.71
156,16260,207.7,Dome C (Monnin et al. 2001) measured at University of Bern,157,85.8,1987.929,2031.85,-400.3,216.7,2.74,1971-03-01,1971.208,327.18,327.18,325.94,-1.0,GCAG,1938.0,-0.0288,1996.0,7.0,1996.542,1742.04,1.07,1751.27,0.73
157,16452,202.9,Dome C (Monnin et al. 2001) measured at University of Bern,158,86.35,2005.404,2049.556667,-402.4,216.4,2.692,1971-04-01,1971.292,327.78,327.78,325.47,-1.0,GISTEMP,1938.0,-0.03,1996.0,8.0,1996.625,1744.27,1.31,1751.5,0.73
158,16659,200.8,Dome C (Monnin et al. 2001) measured at University of Bern,159,86.9,2023.194,2067.263333,-396.0,217.4,2.692,1971-05-01,1971.375,328.92,328.92,326.11,-1.0,GCAG,1937.0,-0.0157,1996.0,9.0,1996.708,1752.57,1.3,1751.73,0.73
159,16870,195.2,Dome C (Monnin et al. 2001) measured at University of Bern,160,87.45,2041.366,2084.97,-401.4,216.5,2.821,1971-06-01,1971.458,328.57,328.57,326.4,-1.0,GISTEMP,1937.0,-0.03,1996.0,10.0,1996.792,1758.86,0.96,1751.96,0.71
160,17111,193.9,Dome C (Monnin et al. 2001) measured at University of Bern,161,88.0,2058.349,2102.193333,-386.1,219.1,2.869,1971-07-01,1971.542,327.34,327.34,326.45,-1.0,GCAG,1936.0,-0.1134,1996.0,11.0,1996.875,1760.06,0.96,1752.19,0.68
161,17375,191.0,Dome C (Monnin et al. 2001) measured at University of Bern,162,88.55,2075.403,2119.416667,-400.1,216.7,2.869,1971-08-01,1971.625,325.46,325.46,326.49,-1.0,GISTEMP,1936.0,-0.15,1996.0,12.0,1996.958,1756.88,0.89,1752.42,0.65
162,17565,188.5,Dome C (Monnin et al. 2001) measured at University of Bern,163,89.1,2092.459,2136.64,-400.3,216.7,2.799,1971-09-01,1971.708,323.36,323.36,326.19,-1.0,GCAG,1935.0,-0.1392,1997.0,1.0,1997.042,1753.31,0.91,1752.66,0.61
163,17809,188.5,Dome C (Monnin et al. 2001) measured at University of Bern,164,89.65,2109.946,2153.993333,-393.2,217.9,2.783,1971-10-01,1971.792,323.57,323.57,326.58,-1.0,GISTEMP,1935.0,-0.2,1997.0,2.0,1997.125,1753.83,1.16,1752.89,0.57
164,17943,189.2,Dome C (Monnin et al. 2001) measured at University of Bern,165,90.2,2127.17,2171.346667,-399.7,216.8,2.783,1971-11-01,1971.875,324.8,324.8,326.82,-1.0,GCAG,1934.0,-0.1015,1997.0,3.0,1997.208,1755.64,0.86,1753.15,0.53
165,18285,187.0,Dome C (Monnin et al. 2001) measured at University of Bern,166,90.75,2144.764,2188.7,-397.9,217.1,2.696,1971-12-01,1971.958,326.01,326.01,327.02,-1.0,GISTEMP,1934.0,-0.14,1997.0,4.0,1997.292,1755.49,0.96,1753.44,0.48
166,18541,188.6,Dome C (Monnin et al. 2001) measured at University of Bern,167,91.3,2162.928,2206.983333,-402.0,216.4,2.691,1972-01-01,1972.042,326.77,326.77,326.85,-1.0,GCAG,1933.0,-0.2439,1997.0,5.0,1997.375,1753.83,0.77,1753.78,0.44
167,18828,189.4,Dome C (Monnin et al. 2001) measured at University of Bern,168,91.85,2181.506,2225.266667,-398.7,217.0,2.729,1972-02-01,1972.125,327.63,327.63,327.04,-1.0,GISTEMP,1933.0,-0.29,1997.0,6.0,1997.458,1750.12,0.96,1754.18,0.41
168,18868,192.3,Dome C (Monnin et al. 2001) measured at University of Bern,169,92.4,2199.454,2243.55,-398.6,217.0,2.887,1972-03-01,1972.208,327.75,327.75,326.53,-1.0,GCAG,1932.0,-0.1168,1997.0,7.0,1997.542,1746.09,0.95,1754.65,0.39
169,18921,188.3,Dome C (Monnin et al. 2001) measured at University of Bern,170,92.95,2216.423,2260.54,,217.6,2.887,1972-04-01,1972.292,329.72,329.72,327.42,-1.0,GISTEMP,1932.0,-0.17,1997.0,8.0,1997.625,1747.75,0.95,1755.21,0.39
170,19347,188.7,Dome C (Monnin et al. 2001) measured at University of Bern,171,93.5,2233.749,2277.53,-390.6,218.3,2.888,1972-05-01,1972.375,330.07,330.07,327.23,-1.0,GCAG,1931.0,-0.0686,1997.0,9.0,1997.708,1754.88,0.99,1755.86,0.39
171,19509,188.8,Dome C (Monnin et al. 2001) measured at University of Bern,172,94.05,2250.719,2294.52,-394.0,217.7,2.891,1972-06-01,1972.458,329.09,329.09,326.92,-1.0,GISTEMP,1931.0,-0.09,1997.0,10.0,1997.792,1760.22,0.77,1756.6,0.41
172,19748,190.0,Dome C (Monnin et al. 2001) measured at University of Bern,173,94.6,2268.024,2311.996667,-397.9,217.1,2.891,1972-07-01,1972.542,328.05,328.05,327.2,-1.0,GCAG,1930.0,-0.1003,1997.0,11.0,1997.875,1761.71,0.96,1757.45,0.43
173,19988,188.0,Dome C (Monnin et al. 2001) measured at University of Bern,174,95.15,2285.687,2329.473333,-394.8,217.6,2.71,1972-08-01,1972.625,326.32,326.32,327.37,-1.0,GISTEMP,1930.0,-0.15,1997.0,12.0,1997.958,1761.87,0.76,1758.38,0.45
174,20168,188.2,Dome C (Monnin et al. 2001) measured at University of Bern,175,95.7,2304.155,2346.95,-408.2,215.4,2.503,1972-09-01,1972.708,324.93,324.93,327.76,-1.0,GCAG,1929.0,-0.2985,1998.0,1.0,1998.042,1761.43,0.75,1759.42,0.48
175,20197,195.0,Dome C (Monnin et al. 2001) measured at University of Bern,176,96.25,2324.155,2366.986667,-404.3,216.0,2.503,1972-10-01,1972.792,325.06,325.06,328.06,-1.0,GISTEMP,1929.0,-0.36,1998.0,2.0,1998.125,1761.46,1.14,1760.48,0.5
176,20502,187.8,Dome C (Monnin et al. 2001) measured at University of Bern,177,96.8,2344.158,2387.023333,-399.6,216.8,2.634,1972-11-01,1972.875,326.5,326.5,328.5,-1.0,GCAG,1928.0,-0.1774,1998.0,3.0,1998.208,1762.94,1.31,1761.59,0.52
177,20748,186.9,Dome C (Monnin et al. 2001) measured at University of Bern,178,97.35,2363.171,2407.06,-400.8,216.6,2.649,1972-12-01,1972.958,327.55,327.55,328.55,-1.0,GISTEMP,1928.0,-0.21,1998.0,4.0,1998.292,1764.7,0.93,1762.77,0.55
178,21011,186.5,Dome C (Monnin et al. 2001) measured at University of Bern,179,97.9,2381.69,2426.05,-401.5,216.5,2.623,1973-01-01,1973.042,328.54,328.54,328.58,-1.0,GCAG,1927.0,-0.1546,1998.0,5.0,1998.375,1764.25,0.86,1763.96,0.57
179,21257,184.7,Dome C (Monnin et al. 2001) measured at University of Bern,180,98.45,2400.787,2445.04,-407.7,215.5,2.552,1973-02-01,1973.125,329.56,329.56,328.86,-1.0,GISTEMP,1927.0,-0.21,1998.0,6.0,1998.458,1760.32,0.79,1765.13,0.59
180,21507,186.1,Dome C (Monnin et al. 2001) measured at University of Bern,181,99.0,2420.419,2464.03,-400.5,216.7,2.552,1973-03-01,1973.208,330.3,330.3,328.99,-1.0,GCAG,1926.0,-0.0667,1998.0,7.0,1998.542,1756.15,1.18,1766.26,0.62
181,21854,185.7,Dome C (Monnin et al. 2001) measured at University of Bern,182,99.55,2440.054,2482.973333,-395.8,217.4,2.677,1973-04-01,1973.292,331.5,331.5,329.14,-1.0,GISTEMP,1926.0,-0.1,1998.0,8.0,1998.625,1760.2,1.07,1767.35,0.64
182,22015,184.4,Dome C (Monnin et al. 2001) measured at University of Bern,183,100.1,2459.158,2501.916667,-399.7,216.8,2.734,1973-05-01,1973.375,332.48,332.48,329.62,-1.0,GCAG,1925.0,-0.1481,1998.0,9.0,1998.708,1770.65,1.27,1768.34,0.66
183,22827,189.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,184,100.65,2477.49,2520.86,-399.6,216.8,2.737,1973-06-01,1973.458,332.07,332.07,329.94,-1.0,GISTEMP,1925.0,-0.21,1998.0,10.0,1998.792,1776.23,1.2,1769.24,0.68
184,25994,191.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,185,101.2,2496.178,2538.836667,-394.8,217.6,2.91,1973-07-01,1973.542,330.87,330.87,330.05,-1.0,GCAG,1924.0,-0.2486,1998.0,11.0,1998.875,1775.5,0.87,1770.04,0.7
185,29063,188.5,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,186,101.75,2513.759,2556.813333,-398.5,217.0,2.91,1973-08-01,1973.625,329.31,329.31,330.42,-1.0,GISTEMP,1924.0,-0.28,1998.0,12.0,1998.958,1774.03,0.82,1770.73,0.71
186,30020,191.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,187,102.3,2530.991,2574.79,-390.2,218.4,2.904,1973-09-01,1973.708,327.51,327.51,330.45,-1.0,GCAG,1923.0,-0.2156,1999.0,1.0,1999.042,1773.81,0.97,1771.32,0.71
187,35009,205.3,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,188,102.85,2548.615,2592.536667,-396.4,217.3,2.869,1973-10-01,1973.792,327.18,327.18,330.23,-1.0,GISTEMP,1923.0,-0.24,1999.0,2.0,1999.125,1773.94,1.44,1771.78,0.71
188,37471,209.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,189,103.4,2566.453,2610.283333,-392.7,218.0,2.869,1973-11-01,1973.875,328.16,328.16,330.16,-1.0,GCAG,1922.0,-0.2304,1999.0,3.0,1999.208,1774.6,1.12,1772.16,0.71
189,43500,209.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,190,103.95,2584.294,2628.03,-400.4,216.7,2.902,1973-12-01,1973.958,328.64,328.64,329.66,-1.0,GISTEMP,1922.0,-0.28,1999.0,4.0,1999.292,1774.98,0.82,1772.46,0.71
190,47336,189.3,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) measured at LGGE in Grenoble,191,104.5,2601.936,2645.516667,-393.5,217.8,2.963,1974-01-01,1974.042,329.35,329.35,329.45,-1.0,GCAG,1921.0,-0.1485,1999.0,5.0,1999.375,1772.69,0.94,1772.7,0.7
